STATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
ILLINOIS,USC00116344,"OGDEN, IL US",40.1101,-87.9567,205.7,2016,7.4,42.24,14.7,53.9,62.7,45
ILLINOIS,USC00110803,"BOURBONNAIS 3 NW, IL US",41.1758,-87.9353,198.1,2016,,48.21,,,,
ILLINOIS,US1ILLS0007,"SHERIDAN 3.4 SSE, IL US",41.477476,-88.670723,191.1,2016,,41.56,,,,
ILLINOIS,USR0000ICBO,"CRAB ORCHARD ILLINOIS, IL US",37.6792,-89.0028,137.2,2016,,,,58.7,69.2,48.2
ILLINOIS,USC00115326,"MARENGO, IL US",42.2637,-88.6079,248.4,2016,,,,,,
ILLINOIS,US1ILIR0014,"WATSEKA 6.9 WNW, IL US",40.800179,-87.859526,195.4,2016,,43.64,,,,
ILLINOIS,USC00116779,"PINCKNEYVILLE 2 N, IL US",38.098,-89.3819,131.1,2016,,45.67,,,,
ILLINOIS,USC00114355,"ILLINOIS CITY DAM 16, IL US",41.4255,-91.0094,167.6,2016,,34.66,,52.8,62.2,43.4
ILLINOIS,USC00116897,"POLO 5 NW, IL US",42.03442,-89.60733,260.9,2016,,36.91,,51.9,62.1,41.7
ILLINOIS,US1ILLS0001,"OTTAWA 1.3 NW, IL US",41.3633,-88.85664,185,2016,,42.07,,,,
ILLINOIS,US1ILLK0042,"GURNEE 1.6 W, IL US",42.377758,-87.9674,232,2016,,33.48,,,,
ILLINOIS,US1ILWL0080,"LOCKPORT 1.3 SE, IL US",41.574538,-88.032951,208.2,2016,,36.41,,,,
ILLINOIS,US1ILMH0003,"SPARLAND 6.4 W, IL US",41.024561,-89.563408,229.8,2016,,40.51,,,,
ILLINOIS,USC00116661,"PAW PAW 2 S, IL US",41.66533,-88.97797,271,2016,,41.05,,49.8,59.4,40.2
ILLINOIS,USC00115314,"MANHATTAN 5 NE, IL US",41.45886,-87.91044,228,2016,,39.61,23.3,,,
ILLINOIS,USC00116769,"PHILO, IL US",40.0063,-88.1532,219.5,2016,,40.98,13.8,,,
ILLINOIS,USC00113132,"FORRESTON, IL US",42.13219,-89.57411,278.3,2016,,33.43,,,,
ILLINOIS,USC00116526,"OTTAWA 5 SW, IL US",41.3283,-88.9106,160,2016,,38.57,,52.5,62,43.1
ILLINOIS,USC00116642,"PATOKA, IL US",38.76535,-89.05622,158.2,2016,,,9.8,,,
ILLINOIS,USC00116765,"PETERSBURG 1 E, IL US",40.01625,-89.8345,182.9,2016,,30.19,,,63.8,
ILLINOIS,USC00114108,"HILLSBORO, IL US",39.16103,-89.49201,192,2016,,38.16,5.4,,67.4,
ILLINOIS,USC00117859,"SHAWNEETOWN OLD TOWN, IL US",37.6977,-88.1336,106.7,2016,,50.26,,,,
ILLINOIS,US1ILWL0092,"NAPERVILLE 4.0 SSW, IL US",41.706241,-88.173396,203,2016,,37.44,,,,
ILLINOIS,US1ILWL0096,"WILMINGTON 6.3 NW, IL US",41.36459351,-88.24274445,154.5,2016,,45.35,,,,
ILLINOIS,US1ILWL0099,"MANHATTAN 1.9 SE, IL US",41.407458,-87.962401,204.5,2016,,43.89,,,,
ILLINOIS,USC00115562,"MENDOTA 2 SE, IL US",41.5294,-89.1266,219.5,2016,,47.17,,,,
ILLINOIS,USC00113384,"GENESEO, IL US",41.4511,-90.1487,194.8,2016,,47.48,19.4,53.7,63.1,44.3
ILLINOIS,USC00113262,"FREEPORT WWP, IL US",42.2972,-89.6038,228.6,2016,,37.31,23.4,,59.4,
ILLINOIS,USC00111083,"BUFFALO, IL US",39.8563,-89.4162,182.9,2016,,33.87,,,,
ILLINOIS,USC00119827,"YORKVILLE 2 SE, IL US",41.6212,-88.4355,221.9,2016,,43.51,,,,
ILLINOIS,US1ILKN0110,"ELGIN 1.9 NE, IL US",42.060638,-88.263984,246,2016,,36.58,,,,
ILLINOIS,US1ILTZ0023,"WASHINGTON 1.7 NE, IL US",40.715672,-89.412308,238.7,2016,,42.14,,,,
ILLINOIS,US1ILMP0012,"CARLINVILLE 1.1 E, IL US",39.280038,-89.860797,189,2016,,32.79,,,,
ILLINOIS,USC00114012,"HENNEPIN, IL US",41.2541,-89.3379,157,2016,,34,21.7,54.1,63.4,44.8
ILLINOIS,US1ILSC0003,"BELLEVILLE 2.2 SE, IL US",38.509621,-89.971091,157.9,2016,,44.09,,,,
ILLINOIS,US1ILLK0025,"LINCOLNSHIRE 1.3 WSW, IL US",42.1913,-87.9403,205.1,2016,,37.86,,,,
ILLINOIS,US1ILPR0009,"DUNLAP 2.6 S, IL US",40.82341003,-89.68135071,216.4,2016,,38.15,,,,
ILLINOIS,US1ILPR0008,"PEORIA 3.4 WNW, IL US",40.768333,-89.667222,182.9,2016,,39.71,,,,
ILLINOIS,US1ILLK0022,"LAKE FOREST 2.1 NNE, IL US",42.266,-87.846,217,2016,,39.78,,,,
ILLINOIS,US1ILMP0010,"MOUNT OLIVE 0.4 S, IL US",39.066387,-89.72805,207,2016,,39.57,,,,
ILLINOIS,US1ILSC0009,"BELLEVILLE 4.5 WNW, IL US",38.5524,-90.0805,168.9,2016,,42.11,,,,
ILLINOIS,US1ILWL0063,"NEW LENOX 1.8 SE, IL US",41.49964,-87.96025,213.7,2016,,40.43,,,,
ILLINOIS,US1ILMY0001,"NOKOMIS 4.5 NW, IL US",39.34698,-89.345486,196,2016,,33.01,,,,
ILLINOIS,USC00118740,"CHAMPAIGN 3 S, IL US",40.084,-88.2404,219.8,2016,,40.36,13.8,,,
ILLINOIS,USC00113290,"FULTON DAM, IL US",41.8978,-90.1545,180.4,2016,,39.37,,52.2,61,43.4
ILLINOIS,USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",41.7091,-87.8761,217.9,2016,,42.92,27.3,53.3,63.5,43.1
ILLINOIS,USC00116200,"NORMAL 4 NE, IL US",40.54917,-88.94968,240.8,2016,,,16.3,53.3,64.3,42.4
ILLINOIS,US1ILIR0002,"ASHKUM 5.6 E, IL US",40.8783798,-87.84622,189,2016,,43.44,,,,
ILLINOIS,US1ILMP0004,"GIRARD 1.2 W, IL US",39.44688,-89.805333,200.9,2016,,33.01,,,,
ILLINOIS,USC00114489,"JERSEYVILLE 2 SW, IL US",39.10246,-90.34315,192,2016,,36.28,8.1,55.7,65.7,45.6
ILLINOIS,USC00117636,"SALEM, IL US",38.64027,-88.94586,167.6,2016,,42.05,9.7,56.5,65.7,47.4
ILLINOIS,USC00119816,"YATES CITY, IL US",40.77793,-90.00727,203.9,2016,,32.33,11.5,,,
ILLINOIS,US1ILSC0011,"CENTREVILLE 1.9 E, IL US",38.5735,-90.066,184.1,2016,,42.76,,,,
ILLINOIS,USC00116663,"PAXTON 2 WSW, IL US",40.45511,-88.14162,231,2016,,38.84,,52.5,62.7,42.4
ILLINOIS,US1ILWS0003,"OKAWVILLE 2.3 SW, IL US",38.408503,-89.574931,141.7,2016,,43.37,,,,
ILLINOIS,US1ILLK0016,"BUFFALO GROVE 1.5 N, IL US",42.188,-87.959,213.1,2016,,38.11,,,,
ILLINOIS,US1ILKN0104,"GENEVA 3.9 WSW, IL US",41.857113,-88.382301,218.8,2016,,37,,,,
ILLINOIS,US1ILSC0016,"FAIRVIEW HEIGHTS 2.0 ENE, IL US",38.6049,-89.9685,171,2016,,39.63,,,,
ILLINOIS,US1ILSC0018,"FAIRMONT CITY 0.9 ENE, IL US",38.65490723,-90.0863266,128,2016,,44.42,,,,
ILLINOIS,USC00112193,"DECATUR WTP, IL US",39.8288,-88.9505,194.8,2016,,34.91,,,,
ILLINOIS,US1ILTZ0001,"MORTON 1.0 S, IL US",40.597427,-89.470595,214.9,2016,,38.61,,,,
ILLINOIS,USC00112931,"FAIRFIELD RADIO WFIW, IL US",38.3805,-88.3263,131.1,2016,,46.62,,59.3,70.1,48.6
ILLINOIS,USC00113902,"HARVARD, IL US",42.4147,-88.6308,277.4,2016,,32.47,,,,
ILLINOIS,USC00117391,"ROCK ISLAND LOCK AND DAM 15, IL US",41.518,-90.5647,173.1,2016,,42.78,17.7,,62.5,
ILLINOIS,USC00115097,"LISLE MORTON ARBORETUM, IL US",41.8127,-88.0727,207.3,2016,,42.28,23.6,51.3,61.3,41.3
ILLINOIS,USW00013802,"BELLEVILLE SIU RESEARCH, IL US",38.51839,-89.84076,137.2,2016,,39.97,,59.5,70.4,48.5
ILLINOIS,USW00093822,"SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US",39.8447,-89.6839,181.1,2016,8.7,42.8,17.8,56.7,66.5,47
ILLINOIS,USW00013809,"LAWRENCEVILLE VINCENNES INTERNATIONAL AIRPORT, IL US",38.76417,-87.60556,130.8,2016,8.3,42.04,,57.3,67.3,47.3
ILLINOIS,USC00115079,"LINCOLN, IL US",40.152,-89.3387,177.7,2016,,39.77,,54.2,64.3,44.1
ILLINOIS,USC00110500,"BEECHER CITY, IL US",39.18122,-88.78266,185.3,2016,,41.92,,,,
ILLINOIS,USC00111836,"CONGERVILLE 2 NW, IL US",40.6211,-89.2415,195.1,2016,,36.81,10.3,54.2,64.3,44.2
ILLINOIS,USC00118353,"STREATOR, IL US",41.0908,-88.8158,185.9,2016,,43.07,,55.1,65.2,45.1
ILLINOIS,USW00093810,"CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US",37.77972,-89.24972,123.7,2016,6.9,46.55,,58,68.2,47.8
ILLINOIS,US1ILCK0206,"PARK FOREST 1.0 SW, IL US",41.47233582,-87.70131683,220.7,2016,,41.37,,,,
ILLINOIS,USC00111743,"CLINTON 1 SSW, IL US",40.1375,-88.9675,210.3,2016,,39.76,,,,
ILLINOIS,USC00116080,"NEW BOSTON DAM 17, IL US",41.1924,-91.0579,167,2016,,37.95,,53.8,63.1,44.5
ILLINOIS,US1ILLE0005,"STERLING 4.3 NE, IL US",41.832764,-89.62283,226.2,2016,,45.5,,,,
ILLINOIS,US1ILCK0211,"OAK LAWN 1.6 WNW, IL US",41.72686005,-87.77773285,188.1,2016,,39.95,,,,
ILLINOIS,USC00119354,"WINDSOR, IL US",39.4459,-88.5962,210.3,2016,,35.59,,54.4,63.8,45
ILLINOIS,US1ILLE0008,"ASHTON 0.4 SSW, IL US",41.863272,-89.225736,246.3,2016,,40.9,,,,
ILLINOIS,USC00110761,"BLOOMINGTON WATERWORKS, IL US",40.4962,-88.9994,233.5,2016,,41.65,10.4,,,
ILLINOIS,US1ILSG0045,"CHATHAM 1.5 E, IL US",39.674158,-89.669264,178.6,2016,,34.13,,,,
ILLINOIS,USC00118491,"TAYLORVILLE 2 SE, IL US",39.52266,-89.26408,188.1,2016,,36.05,,,,
ILLINOIS,USC00112709,"ELBURN, IL US",41.8741,-88.4727,265.2,2016,,,26.3,,,
ILLINOIS,US1ILCS0003,"ARENZVILLE 5.3 NNE, IL US",39.94836044,-90.32798004,195.4,2016,,31.87,,,,
ILLINOIS,US1ILBN0014,"CAPRON 0.1 N, IL US",42.399979,-88.742418,278,2016,,34.84,26.4,,,
ILLINOIS,USC00118254,"STEWARD 3 S, IL US",41.81094,-89.02375,246.9,2016,,35.65,17.9,,,
ILLINOIS,USW00014806,"RANTOUL, IL US",40.3131,-88.1596,230.1,2016,,,,54.4,65.1,43.7
ILLINOIS,US1ILRI0003,"MOLINE 0.9 N, IL US",41.4975,-90.4856,214,2016,,41.17,,,,
ILLINOIS,US1ILCK0232,"ROGERS PARK 0.6 ESE, IL US",42.0043,-87.6697,180.1,2016,,41.57,,,,
ILLINOIS,USC00117354,"ROCHELLE, IL US",41.9116,-89.0708,236.2,2016,,38.75,16.4,50.1,59.7,40.5
ILLINOIS,USC00118684,"TUSCOLA, IL US",39.79465,-88.29106,198.4,2016,,38.39,11.9,54.5,63.9,45.1
ILLINOIS,USC00117470,"ROSCOE 2 SE, IL US",42.405,-88.9794,263,2016,,35.26,28.8,,,
ILLINOIS,USC00117457,"ROMEOVILLE WEATHER FORECAST OFFICE, IL US",41.60413,-88.08497,201.2,2016,,39.68,28.9,52.4,61.1,43.6
ILLINOIS,USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",41.78611,-87.75222,186.5,2016,9.8,35.21,,54.5,62.1,46.8
ILLINOIS,USC00116011,"NASHVILLE 1 E, IL US",38.34189,-89.35926,156.4,2016,,44.48,5.3,57.2,66.7,47.7
ILLINOIS,US1ILMCH049,"CARY 0.3 NE, IL US",42.21215,-88.244425,246.6,2016,,37.11,,,,
ILLINOIS,USC00114198,"HOOPESTON, IL US",40.4664,-87.6851,216.4,2016,,36.24,,53.9,63.4,44.5
ILLINOIS,USC00115280,"MACOMB, IL US",40.4786,-90.6698,185.9,2016,,33.33,6.6,,,
ILLINOIS,USC00116490,"OREGON, IL US",42.00544,-89.32786,206.7,2016,,43.63,,,,
ILLINOIS,US1ILMCH043,"ALGONQUIN 0.7 N, IL US",42.173915,-88.299299,253.6,2016,,40.61,29.4,,,
ILLINOIS,USC00116157,"NEWTON, IL US",38.9916,-88.1828,161.8,2016,,47.49,14.2,56.1,65.2,47
ILLINOIS,USC00111700,"CLAY CITY 6 SSE, IL US",38.6058,-88.3117,140.2,2016,,41.96,,,,
ILLINOIS,USR0000IDIX,"DIXON SPRINGS ILLINOIS, IL US",37.4361,-88.6672,164.6,2016,,,,,,
ILLINOIS,US1ILDP0109,"ELMHURST 0.8 ESE, IL US",41.89287,-87.929556,209.1,2016,,38.77,,,,
ILLINOIS,US1ILCK0012,"BRIDGEVIEW 1.3 NNW, IL US",41.755015,-87.817285,188.1,2016,,39.43,,,,
ILLINOIS,USC00117014,"PROPHETSTOWN, IL US",41.6752,-89.9374,184.4,2016,,46.07,17.6,,,
ILLINOIS,US1ILCK0014,"CHICAGO 5.5 ESE, IL US",41.800772,-87.590335,182.9,2016,,46.87,21.4,,,
ILLINOIS,US1ILDP0102,"BOLINGBROOK 2.7 NE, IL US",41.730198,-88.044797,233.8,2016,,43.73,,,,
ILLINOIS,USC00117370,"ROCK FALLS, IL US",41.7981,-89.6414,207,2016,,41.65,22.1,,,
ILLINOIS,US1ILCK0131,"SCHAUMBURG 2.0 E, IL US",42.030278,-88.043989,226.2,2016,,42.77,,,,
ILLINOIS,USC00114089,"HIGHLAND, IL US",38.7603,-89.6563,160,2016,,41.85,,,,
ILLINOIS,USC00116025,"NEOGA 4 NW, IL US",39.3535,-88.4999,196,2016,,39.08,,55.9,66.6,45.2
ILLINOIS,USW00014923,"MOLINE QUAD CITY INTERNATIONAL AIRPORT, IL US",41.46528,-90.52333,180.4,2016,8.3,36.49,24.5,53.8,63.6,44
ILLINOIS,US1ILDP0118,"DARIEN 0.4 SSE, IL US",41.743129,-87.974629,228.6,2016,,44.48,,,,
ILLINOIS,USC00117487,"ROSICLARE 5 NW, IL US",37.4747,-88.4122,121.9,2016,,60.46,5.8,56.3,66.9,45.7
ILLINOIS,USC00114710,"KEWANEE 1 E, IL US",41.2429,-89.8997,237.7,2017,,37.38,14.7,50.9,61.2,40.6
ILLINOIS,US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",42.187359,-90.021858,198.7,2017,,36.66,,,,
ILLINOIS,US1ILCR0013,"SHANNON 0.2 S, IL US",42.149816,-89.739925,286.5,2017,,38.09,,,,
ILLINOIS,US1ILJD0002,"GALENA 5.7 E, IL US",42.406264,-90.318103,246.9,2017,,41.57,,,,
ILLINOIS,US1ILMCL038,"NORMAL 3.6 NE, IL US",40.55289078,-88.94944763,246.3,2017,,31.54,,,,
ILLINOIS,USC00114833,"LAKE SPRINGFIELD, IL US",39.7578,-89.6044,177.1,2017,,23.24,,,,
ILLINOIS,USC00110356,"AVON, IL US",40.6632,-90.4447,195.1,2017,,35.39,12.5,,61.9,
ILLINOIS,USC00110598,"BENTLEY, IL US",40.3444,-91.1124,198.1,2017,,35.98,8.8,54.4,64.8,43.9
ILLINOIS,US1ILCK0149,"OAK LAWN 0.5 SSW, IL US",41.708447,-87.753872,182,2017,,45.21,,,,
ILLINOIS,USC00115927,"MOUNT PULASKI, IL US",40.0076,-89.2832,201.5,2017,,31.83,11.7,,,
ILLINOIS,USC00111447,"CHATSWORTH, IL US",40.75003,-88.28644,219.5,2017,,41.11,,,,
ILLINOIS,US1ILSH0003,"MODE 3.7 NW, IL US",39.282721,-88.797309,180.4,2017,,43.61,,,,
ILLINOIS,US1ILSH0001,"SHELBYVILLE 0.5 NE, IL US",39.412008,-88.796114,200.9,2017,,36.87,,,,
ILLINOIS,USC00114957,"LAWRENCEVILLE 2 WSW, IL US",38.7239,-87.7196,137.5,2017,,41.37,,56.2,66.7,45.8
ILLINOIS,USC00111329,"CASEY, IL US",39.2975,-87.9746,189,2017,,43.55,4.1,56.4,67.2,45.5
ILLINOIS,US1ILFL0007,"BRYANT 0.1 ENE, IL US",40.466504,-90.092179,185.3,2017,,35.74,,,,
ILLINOIS,US1ILCK0154,"WORTH 0.1 E, IL US",41.687397,-87.791084,185.9,2017,,42.9,,,,
ILLINOIS,US1ILDP0127,"DOWNERS GROVE 0.4 NNE, IL US",41.803318,-88.015427,227.7,2017,,50.1,16.2,,,
ILLINOIS,US1ILCK0036,"CHICAGO 4.7 NE, IL US",41.886011,-87.620955,191.1,2017,,38.33,,,,
ILLINOIS,US1ILCK0278,"HOFFMAN ESTATES 1.6 SE, IL US",42.048122,-88.116188,242,2017,,42.5,,,,
ILLINOIS,US1ILMCL032,"DANVERS, IL US",40.527393,-89.170054,251.8,2017,,26.08,,,,
ILLINOIS,US1ILCK0152,"CHICAGO RIDGE 0.2 WSW, IL US",41.701767,-87.781987,181.7,2017,,44.88,,,,
ILLINOIS,US1ILLV0006,"PONTIAC 1.0 SE, IL US",40.865527,-88.629855,199,2017,,36.42,,,,
ILLINOIS,US1ILDP0141,"GLEN ELLYN 1.1 WSW, IL US",41.8633883,-88.082855,213.4,2017,,48.97,,,,
ILLINOIS,USC00110583,"BELVIDERE, IL US",42.25504,-88.86402,229.5,2017,,47.5,9.3,,,
ILLINOIS,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",41.8558,-87.6094,177.7,2017,,,,52.2,58.8,45.8
ILLINOIS,USW00094870,"CHAMPAIGN URBANA WILLARD AIRPORT, IL US",40.03972,-88.27778,229.8,2017,10.7,32.08,,54.7,65.4,44
ILLINOIS,USC00115917,"MOUNT OLIVE 1 E, IL US",39.07273,-89.70138,204.2,2017,,43.3,,,,
ILLINOIS,USC00114823,"LA HARPE, IL US",40.5838,-90.9686,210.3,2017,,28.35,9.3,53.1,63.4,42.8
ILLINOIS,USC00118194,"ST ANNE, IL US",41.0227,-87.7175,204.2,2017,,43.17,,,,
ILLINOIS,US1ILLG0004,"LINCOLN 4.6 W, IL US",40.1597,-89.4532,170.1,2017,,33.69,,,,
ILLINOIS,US1ILGY0010,"MINOOKA 0.3 NE, IL US",41.451816,-88.254274,182.3,2017,,48.25,,,,
ILLINOIS,US1ILCK0145,"OAK PARK 1.5 S, IL US",41.865916,-87.79277,189.3,2017,,48.87,,,,
ILLINOIS,US1ILDP0016,"AURORA 3.6 SE, IL US",41.734554,-88.239063,217,2017,,47.74,,,,
ILLINOIS,US1ILDP0132,"WHEATON 2.0 NNE, IL US",41.8798,-88.0863,241.4,2017,,44.26,11.8,,,
ILLINOIS,US1ILDP0032,"LISLE 1.3 SE, IL US",41.78143,-88.06739,224.9,2017,,47.07,,,,
ILLINOIS,US1ILJK0013,"CARBONDALE 2.5 W, IL US",37.720532,-89.26303,132.9,2017,,44.48,,,,
ILLINOIS,USC00115943,"MOUNT VERNON 3 NE, IL US",38.3483,-88.8533,149.4,2017,,39.32,,56,66,46.1
ILLINOIS,USC00110251,"ARTHUR 1 W, IL US",39.7103,-88.4885,204.2,2017,,32.07,3,,,
ILLINOIS,USC00110137,"ALTON MELVIN PRICE LOCK AND DAM, IL US",38.86702,-90.14886,132.6,2017,,34.69,,,,
ILLINOIS,USC00112679,"EDWARDSVILLE 2 W, IL US",38.80933,-90.00345,141.7,2017,,43.23,,,,
ILLINOIS,USC00115825,"MORRIS 1 NW, IL US",41.3708,-88.4336,159.7,2017,,41.26,9.8,52.5,62.3,42.6
ILLINOIS,US1ILJK0014,"DE SOTO 0.3 ESE, IL US",37.814097,-89.223066,122.8,2017,,40.68,2.7,,,
ILLINOIS,USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,2017,,45.67,16.2,53.7,61.7,45.6
ILLINOIS,USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",41.91444,-88.24639,229.8,2017,9.2,37.23,,50.6,60.6,40.7
ILLINOIS,US1ILRC0004,"CLAREMONT 1.8 NNE, IL US",38.7440033,-87.96473694,157,2017,,31,,,,
ILLINOIS,USC00114603,"KANKAKEE METRO WASTEWATER, IL US",41.13506,-87.88564,182.9,2017,,38.22,,52.6,62.6,42.7
ILLINOIS,USC00115935,"MOUNT STERLING, IL US",39.9841,-90.7525,216.1,2017,,40.41,6.5,,,
ILLINOIS,USW00003960,"CAHOKIA ST LOUIS DOWNTOWN AIRPORT, IL US",38.57139,-90.15722,125.9,2017,7.2,29.51,0,59.1,70.6,47.6
ILLINOIS,USW00014842,"PEORIA INTERNATIONAL AIRPORT, IL US",40.6675,-89.6839,198.1,2017,7.8,33.97,15.8,54.3,64.1,44.5
ILLINOIS,USW00004808,"CHICAGO AURORA MUNICIPAL AIRPORT, IL US",41.77,-88.48139,216.4,2017,9.4,41.61,,51,61.4,40.5
ILLINOIS,US1ILCK0282,"BERWYN 0.9 NW, IL US",41.853098,-87.802019,188.4,2017,,49.95,,,,
ILLINOIS,US1ILCK0285,"HARWOOD HEIGHTS 0.4 NNE, IL US",41.971546,-87.803251,197.5,2017,,48.93,,,,
ILLINOIS,US1ILVR0029,"ROSSVILLE 4.4 SSE, IL US",40.319945,-87.648164,208.2,2017,,42.35,,,,
ILLINOIS,US1ILWN0010,"NEW MILLFORD 3.3 W, IL US",42.16623,-89.128652,220.1,2017,,41.33,,,,
ILLINOIS,USC00112736,"ELGIN, IL US",42.06278,-88.28617,232.6,2017,,47.22,,50.2,60.3,40.2
ILLINOIS,US1ILLG0030,"ATLANTA 7.1 W, IL US",40.25812,-89.36701,192,2017,,29.88,,,,
ILLINOIS,USC00112854,"EUREKA, IL US",40.7123,-89.2611,243.8,2017,,38.19,14.6,,,
ILLINOIS,US1ILEF0024,"ALTAMONT 5.8 NNE, IL US",39.128358,-88.690851,191.1,2017,,40.84,,,,
ILLINOIS,US1ILCK0193,"WINNETKA 0.8 ESE, IL US",42.10164,-87.728947,192,2017,,37.92,,,,
ILLINOIS,USC00117077,"QUINCY DAM 21, IL US",39.9035,-91.4284,147.2,2017,,28.5,3.2,,,
ILLINOIS,USW00004838,"CHICAGO PALWAUKEE AIRPORT, IL US",42.12083,-87.90472,193.9,2017,8.1,42.26,,51.4,60.3,42.5
ILLINOIS,US1ILVR0020,"WESTVILLE 0.6 SSW, IL US",40.036634,-87.641214,206,2017,,35.61,,,,
ILLINOIS,US1ILCK0075,"ELK GROVE VILLAGE 2.2 WSW, IL US",41.995258,-88.052741,221.9,2017,,45.53,,,,
ILLINOIS,USW00093989,"QUINCY REGIONAL AIRPORT, IL US",39.9369,-91.1919,234.4,2017,9.4,32.79,,55.3,65.3,45.3
ILLINOIS,US1ILMCL002,"ARROWSMITH 1.7 NNE, IL US",40.471204,-88.619599,267.9,2017,,30.74,,,,
ILLINOIS,US1ILMCL004,"HEYWORTH 0.6 E, IL US",40.313462,-88.967553,234.1,2017,,29.05,,,,
ILLINOIS,USR0000IBNR,"BEAN RIDGE ILLINOIS, IL US",37.2486,-89.3783,213.4,2017,,,,,,
ILLINOIS,US1ILVR0017,"HOOPESTON 0.8 W, IL US",40.466147,-87.685441,216.1,2017,,46.6,,,,
ILLINOIS,US1ILMCL007,"LE ROY 4.1 SSW, IL US",40.289623,-88.802044,230.1,2017,,30.43,,,,
ILLINOIS,USC00110306,"ATHENS 4 SW, IL US",39.9275,-89.7964,181.1,2017,,29.7,,,,
ILLINOIS,USC00119480,"WOODSTOCK 5 NW, IL US",42.3627,-88.5313,282.9,2017,,44.18,,,,
ILLINOIS,US1ILBU0008,"TISKILWA 2.1 N, IL US",41.323467,-89.50472,193.2,2017,,43.8,,,,
ILLINOIS,US1ILWN0008,"ROCKFORD 0.7 NW, IL US",42.2767,-89.0747,242,2017,,44.97,,,,
ILLINOIS,USW00094822,"ROCKFORD GREATER ROCKFORD AIRPORT, IL US",42.1927,-89.093,222.5,2017,8.9,44.71,10.9,51.2,61,41.4
ILLINOIS,US1ILCK0064,"HOMEWOOD 0.1 ESE, IL US",41.557694,-87.659444,196,2017,,41.83,,,,
ILLINOIS,USC00119241,"WHITE HALL 1 E, IL US",39.4408,-90.3788,176.8,2017,,33.64,5.6,54.8,65.5,44
ILLINOIS,USC00110330,"AUGUSTA, IL US",40.2333,-90.9471,207.3,2017,,37.36,12,,,
ILLINOIS,USC00111302,"CARMI 3, IL US",38.0733,-88.1805,102.1,2017,,32.12,,56.9,68.5,45.2
ILLINOIS,USC00111664,"CISNE 2 S, IL US",38.5047,-88.4094,138.4,2017,,38.88,,,,
ILLINOIS,US1ILJS0003,"NEWTON 6.4 NNE, IL US",39.068896,-88.105799,166.1,2017,,41.43,,,,
ILLINOIS,US1ILVR0004,"HENNING 3.4 SSE, IL US",40.264737,-87.665615,207.9,2017,,45.16,,,,
ILLINOIS,USC00110338,"AURORA, IL US",41.78038,-88.30925,201.2,2017,,50.81,,51.1,60.5,41.6
ILLINOIS,US1ILSP0014,"FREEPORT 1.7 ESE, IL US",42.282572,-89.603634,245.1,2017,,40.15,,,,
ILLINOIS,USC00115901,"MOUNT CARROLL, IL US",42.098,-89.9841,195.1,2017,,42.02,15.8,50.3,61.9,38.7
ILLINOIS,US1ILCK0094,"LINCOLNWOOD 1.8 E, IL US",42.001874,-87.69847,184.1,2017,,47.33,,,,
ILLINOIS,US1ILGY0004,"COAL CITY 0.4 N, IL US",41.294742,-88.277809,176.8,2017,,37,,,,
ILLINOIS,US1ILGY0001,"CARBON HILL 3.1 N, IL US",41.341389,-88.298056,160,2017,,44.87,10,,,
ILLINOIS,US1ILEF0006,"EFFINGHAM 2.3 WNW, IL US",39.1346,-88.58881,180.4,2017,,41.14,,,,
ILLINOIS,US1ILKK0023,"BONFIELD 4.0 WSW, IL US",41.123025,-88.125737,187.8,2017,,41.23,,,,
ILLINOIS,US1ILDP0087,"ROSELLE 1.2 ESE, IL US",41.976642,-88.059805,231.6,2017,,45.74,,,,
ILLINOIS,US1ILSP0007,"DAVIS 0.5 N, IL US",42.429192,-89.417288,285,2017,,42.8,6.9,,,
ILLINOIS,US1ILSP0008,"WINSLOW 4.3 ESE, IL US",42.46927,-89.71871,255.1,2017,,41.63,,,,
ILLINOIS,US1ILDP0085,"VILLA PARK 1.0 NW, IL US",41.896885,-87.990348,220.1,2017,,48.1,,,,
ILLINOIS,USW00003887,"DECATUR AIRPORT, IL US",39.83444,-88.86556,205.7,2017,9.8,32.74,,54.9,65.2,44.7
ILLINOIS,USC00112500,"DWIGHT, IL US",41.1072,-88.4111,191.4,2017,,40.02,,50.8,61.3,40.3
ILLINOIS,USC00110442,"BARRINGTON 3 SW, IL US",42.1153,-88.1639,266.7,2017,,48.27,,49.5,58.3,40.7
ILLINOIS,US1ILKX0009,"KNOXVILLE 0.7 NW, IL US",40.913564,-90.293505,235.6,2017,,36.12,,,,
ILLINOIS,US1ILMG0006,"MURRAYVILLE 0.4 NE, IL US",39.586641,-90.245845,210,2017,,30.66,,,,
ILLINOIS,USC00114805,"LACON, IL US",41.0187,-89.4153,139.6,2017,,35.43,12.3,,,
