STATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
ILLINOIS,USC00112745,"ELIZABETH, IL US",42.3162,-90.2269,205.7,2017,,38.37,10.6,48.9,59.5,38.2
ILLINOIS,US1ILMG0009,"JACKSONVILLE 1.2 SW, IL US",39.716362,-90.24732971,191.4,2017,,30.91,,,,
ILLINOIS,USC00111655,"CISCO, IL US",40.0084,-88.7267,209.7,2017,,32.58,12.4,,,
ILLINOIS,US1ILSP0006,"FREEPORT 2.0 NW, IL US",42.309547,-89.663682,235.9,2017,,39.72,,,,
ILLINOIS,USC00118293,"STOCKTON 3 NNE, IL US",42.3996,-89.9902,295.7,2017,,42.87,11.4,49.2,58.8,39.7
ILLINOIS,US1ILCK0082,"BURNHAM HEGEWISCH 1.6 NNW, IL US",41.659775,-87.552913,178,2017,,43.4,,,,
ILLINOIS,US1ILSG0004,"RIVERTON 1.9 W, IL US",39.85346,-89.575395,175.9,2017,,34.21,,,,
ILLINOIS,USC00119148,"WEST FRANKFORT, IL US",37.9088,-88.9316,129.5,2017,,44.41,,,,
ILLINOIS,US1ILFK0005,"WEST FRANKFORT 0.3 WNW, IL US",37.90176116,-88.93412299,125.9,2017,,42.77,,,,
ILLINOIS,USW00014880,"CHICAGO WAUKEGAN REGIONAL AIRPORT, IL US",42.41667,-87.86667,221.6,2017,7.6,37.22,,49.4,58.2,40.7
ILLINOIS,US1ILDP0079,"BURR RIDGE 1.9 SW, IL US",41.731939,-87.948599,220.7,2017,,43.59,,,,
ILLINOIS,USC00119021,"WATSEKA 2 NW, IL US",40.79403,-87.75458,189,2017,,42.52,,,,
ILLINOIS,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,201.8,2017,10.1,43.13,13.9,52.6,61.3,43.8
ILLINOIS,USC00115768,"MONMOUTH, IL US",40.9443,-90.6381,219.5,2017,,33.79,13.7,52.1,62.5,41.6
ILLINOIS,US1ILSC0023,"BELLEVILLE 2.7 SSE, IL US",38.494851,-89.981112,152.7,2017,,33.42,,,,
ILLINOIS,USC00113106,"FLORA, IL US",38.678,-88.4798,146.6,2017,,41.81,,56.8,68.3,45.4
ILLINOIS,USC00115763,"MONEE RESERVOIR, IL US",41.39355,-87.76438,225.6,2017,,42.91,,,,
ILLINOIS,USC00116610,"PARIS STP, IL US",39.6185,-87.6672,197.8,2017,,37.72,3.3,53.8,64.6,43.1
ILLINOIS,US1ILCP0001,"HOMER 2.0 N, IL US",40.060999,-87.96377,200.9,2017,,36.08,9.6,,,
ILLINOIS,USC00116738,"PERRY 6 NW, IL US",39.8058,-90.8236,198.1,2017,,38.57,5.5,55,66.5,43.5
ILLINOIS,USC00116616,"PARK FOREST, IL US",41.4947,-87.6802,216.4,2017,,45.44,,51.4,61.1,41.6
ILLINOIS,USC00118916,"WALNUT, IL US",41.5603,-89.6024,204.5,2017,,45.02,14.8,,,
ILLINOIS,US1ILLK0081,"LAKE VILLA 2.3 WSW, IL US",42.405324,-88.123831,238.4,2017,,45.38,,,,
ILLINOIS,USC00111290,"CARLYLE RESERVOIR, IL US",38.6249,-89.363,152.7,2017,,33.07,,57.4,68.4,46.4
ILLINOIS,USC00112140,"DANVILLE, IL US",40.1391,-87.6479,169.2,2017,,39.83,4.9,54.9,65.3,44.4
ILLINOIS,USC00110082,"ALEXIS 1 SW, IL US",41.0579,-90.5654,207.3,2017,,32.12,,,,
ILLINOIS,USC00115876,"MORTON, IL US",40.60053,-89.46533,213.7,2017,,34.41,15.1,,,
ILLINOIS,USC00116725,"PEOTONE, IL US",41.33383,-87.78908,218.8,2017,,46.24,,,,
ILLINOIS,USC00112483,"DU QUOIN 4 SE, IL US",37.9877,-89.193,128,2017,,41.18,,57.8,68.1,47.6
ILLINOIS,USC00113693,"GREENVILLE, IL US",38.8649,-89.4052,164.9,2017,,37.65,5,,,
ILLINOIS,US1ILCW0003,"HUTSONVILLE 0.3 WNW, IL US",39.110343,-87.665455,144.5,2017,,40.39,,,,
ILLINOIS,USC00113335,"GALVA, IL US",41.1738,-90.0351,246.9,2017,,,,,,
ILLINOIS,USC00113455,"GLADSTONE DAM 18, IL US",40.8821,-91.0234,164,2017,,31.43,10.3,53.9,63.7,44.1
ILLINOIS,US1ILCP0111,"CHAMPAIGN 0.6 NNE, IL US",40.120601,-88.261352,232.6,2017,,35.86,,,,
ILLINOIS,USC00115758,"MOMENCE 5 ENE, IL US",41.1811,-87.5725,192.9,2017,,41.68,,,,
ILLINOIS,US1ILWM0004,"BUSH 2.0 ESE, IL US",37.8325,-89.09567,116.7,2017,,44.93,,,,
ILLINOIS,USC00116849,"PLAINFIELD 3 NE, IL US",41.6386,-88.1881,187.5,2017,,50.09,,,,
ILLINOIS,US1ILOG0004,"BYRON 3.2 N, IL US",42.1747,-89.2678,224.9,2017,,42.29,11.4,,,
ILLINOIS,US1ILMD0033,"TROY 1.5 SSE, IL US",38.711144,-89.884224,172.2,2017,,43.14,,,,
ILLINOIS,USC00116970,"PRAIRIE CITY 2 S, IL US",40.5913,-90.4641,198.1,2017,,38.51,7.8,53.5,63.9,43.1
ILLINOIS,US1ILMD0036,"EDWARDSVILLE 1.2 NNE, IL US",38.81299973,-89.95821381,167.6,2017,,36.9,,,,
ILLINOIS,USC00110072,"ALEDO, IL US",41.1977,-90.7447,222.5,2017,,36.39,11.8,51.7,62.5,40.8
ILLINOIS,USC00116998,"PRINCETON, IL US",41.366,-89.452,212.4,2017,,39.67,14.1,50.8,60.8,40.9
ILLINOIS,US1ILPT0013,"MANSFIELD 3.0 WSW, IL US",40.189041,-88.558361,218.8,2017,,31.35,,,,
ILLINOIS,USW00054808,"CHAMPAIGN 9 SW, IL US",40.0528,-88.3729,213.4,2017,,34.63,,53.4,64.2,42.6
ILLINOIS,US1ILLK0069,"HIGHWOOD 0.9 S, IL US",42.19841003,-87.81398773,210,2017,,50.66,19,,,
ILLINOIS,US1ILCP0104,"HOMER 2.0 NW, IL US",40.053922,-87.983999,200.9,2017,,36.08,,,,
ILLINOIS,USC00113490,"GLEN ELLYN 4 S, IL US",41.8266,-88.058,208.8,2017,,50.12,,,,
ILLINOIS,US1ILDK0005,"CORTLAND 0.3 SSW, IL US",41.917352,-88.689079,274,2017,,35.84,,,,
ILLINOIS,USC00115430,"MATTOON, IL US",39.4726,-88.3545,213.7,2017,,36.48,5.2,,,
ILLINOIS,US1ILWN0026,"ROCKFORD 1.5 ENE, IL US",42.277753,-89.035887,194.8,2017,,50.43,,,,
ILLINOIS,USC00112145,"DANVILLE SEWAGE PLANT, IL US",40.1019,-87.5961,163.4,2017,,41.39,9.2,,,
ILLINOIS,USW00054811,"SHABBONA 5 NNE, IL US",41.843,-88.8513,262.4,2017,,39.58,,49.4,59.6,39.2
ILLINOIS,USC00117833,"SHABBONA 3 S, IL US",41.73272,-88.86425,259.1,2017,,47.58,,,,
ILLINOIS,USC00114447,"JACKSONVILLE 2, IL US",39.7133,-90.2285,190.8,2017,,27.77,6.5,55,66.4,43.6
ILLINOIS,US1ILDK0024,"SOMONAUK 1.9 NE, IL US",41.650638,-88.656638,205.1,2017,,55.91,,,,
ILLINOIS,USC00115772,"MONMOUTH 4 NW, IL US",40.9362,-90.7197,220.7,2017,,29.99,,51.8,62.2,41.3
ILLINOIS,USC00114442,"JACKSONVILLE 2 E, IL US",39.7346,-90.1979,185.9,2017,,28.42,3.2,54.8,66.6,43
ILLINOIS,USC00117952,"SIDELL 4 N, IL US",39.9677,-87.8228,204.8,2017,,35.34,12.3,52.7,63.1,42.2
ILLINOIS,USC00115539,"MEDORA 1 S, IL US",39.15616,-90.13918,185,2017,,31.02,5.7,,,
ILLINOIS,US1ILJF0008,"WALNUT HILL 1.5 WSW, IL US",38.4681015,-89.06947327,190.5,2017,,36.31,,,,
ILLINOIS,US1ILHY0006,"NEW WINDSOR 2.0 N, IL US",41.231307,-90.435399,226.2,2017,,34.99,,,,
ILLINOIS,US1ILHY0008,"GENESEO 2.0 NW, IL US",41.46726,-90.18185,191.1,2017,,38.19,,,,
ILLINOIS,US1ILKN0096,"ELBURN 0.3 NW, IL US",41.893897,-88.47607,260.6,2017,,41.94,,,,
ILLINOIS,US1ILKN0095,"ELGIN 2.5 W, IL US",42.040413,-88.336592,249.6,2017,,47.35,,,,
ILLINOIS,USC00115961,"MUNDELEIN 4 WSW, IL US",42.25515,-88.07758,256,2017,,51.05,16.5,49,58.5,39.5
ILLINOIS,USC00114879,"LANARK, IL US",42.0919,-89.8421,253,2017,,39.08,,,,
ILLINOIS,USC00111250,"CANTON, IL US",40.5379,-90.0421,195.1,2017,,,11.3,,,
ILLINOIS,USC00111491,"CHESTER, IL US",37.90208,-89.83085,130.5,2017,,40.27,,,,
ILLINOIS,USC00110140,"ALTONA, IL US",41.1204,-90.1641,233.2,2017,,35.94,17,51,62.1,39.9
ILLINOIS,USC00115712,"MINONK, IL US",40.91254,-89.03378,228.6,2017,,33.45,14.7,52.9,64.3,41.5
ILLINOIS,USC00115833,"MORRISON, IL US",41.79457,-89.96819,192.6,2017,,39.07,7.5,,,
ILLINOIS,USC00112687,"EFFINGHAM, IL US",39.1181,-88.6244,190.5,2017,,36.74,3.5,56.5,67.8,45.2
ILLINOIS,USC00115950,"MOWEAQUA 2 S, IL US",39.5879,-89.0159,190.5,2017,,33.41,,,,
ILLINOIS,USC00112685,"EFFINGHAM SE, IL US",39.1065,-88.5312,161.8,2017,,39.48,4.1,,,
ILLINOIS,USC00114629,"KASKASKIA RIVER NAVIGATION LOCK, IL US",37.98344,-89.94683,115.8,2017,,40.83,,58.9,70.3,47.6
ILLINOIS,US1ILHN0005,"NAUVOO 0.7 SSE, IL US",40.53711131,-91.3808012,167.6,2017,,32.7,,,,
ILLINOIS,US1ILPT0006,"MONTICELLO 6.5 WSW, IL US",39.985764,-88.686458,205.1,2017,,31.96,,,,
ILLINOIS,US1ILHN0001,"DALLAS CITY 3.0 SSE, IL US",40.593832,-91.146708,182,2017,,31.3,,,,
ILLINOIS,US1ILCP0037,"SIDNEY 0.9 N, IL US",40.036727,-88.070112,200.9,2017,,35.72,,,,
ILLINOIS,US1ILFD0011,"PAXTON 0.5 E, IL US",40.459426,-88.090574,241.4,2017,,41.52,,,,
ILLINOIS,US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.60842514,-87.93270111,230.7,2017,,49.81,,,,
ILLINOIS,USC00111265,"CARBONDALE SEWAGE PLANT, IL US",37.7308,-89.1658,118.9,2017,,44.54,,57.4,68.1,46.7
ILLINOIS,USC00111386,"CENTRALIA, IL US",38.55556,-89.12977,140.2,2017,,37.39,,,,
ILLINOIS,USC00113320,"GALESBURG, IL US",40.9464,-90.3856,232,2017,,32.53,12.2,51.5,61.6,41.5
ILLINOIS,USC00114530,"JOLIET BRANDON RD DAM, IL US",41.50339,-88.10339,165.5,2017,,42.94,8.3,51.4,61,41.8
ILLINOIS,US1ILKD0034,"PLAINFIELD 4.8 SW, IL US",41.567787,-88.270107,201.5,2017,,43.72,,,,
ILLINOIS,USC00115983,"MURPHYSBORO 2 SW, IL US",37.7608,-89.3655,167.6,2017,,41.31,,,,
ILLINOIS,USC00116710,"PEORIA 5 NW, IL US",40.7493,-89.6202,213.4,2017,,37.98,14.6,,,
ILLINOIS,US1ILCP0021,"BROADLANDS 0.1 SSW, IL US",39.907228,-87.996137,207.9,2017,,38.26,,,,
ILLINOIS,US1ILCP0027,"CHAMPAIGN 1.2 S, IL US",40.09577,-88.26204,230.1,2017,,37.39,,,,
ILLINOIS,USC00116837,"PITTSFIELD NUMBER 2, IL US",39.62001,-90.80334,204.2,2017,,35.69,3.7,56,66.6,45.5
ILLINOIS,US1ILME0012,"PETERSBURG 0.2 W, IL US",40.01239881,-89.8544392,173.1,2017,,30.83,,,,
ILLINOIS,USC00114780,"KNOXVILLE, IL US",40.9026,-90.2897,221.9,2017,,34.98,13.5,52.1,62.1,42
ILLINOIS,US1ILKN0064,"ST. CHARLES 0.1 E, IL US",41.920096,-88.299032,231.6,2017,,42.63,13.3,,,
ILLINOIS,USW00053802,"MATTOON CHARLESTON COLES CO AIRPORT, IL US",39.47806,-88.28028,219.8,2017,8.9,36.05,,55.3,65.1,45.5
ILLINOIS,US1ILKD0024,"OSWEGO 5.0 SSE, IL US",41.629331,-88.299149,206,2017,,43.14,,,,
ILLINOIS,USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192,2017,,46.3,,50.9,60.1,41.8
ILLINOIS,USC00112223,"DE KALB, IL US",41.9342,-88.7756,266.1,2017,,41.29,,49.7,59.1,40.4
ILLINOIS,USC00113312,"GALENA, IL US",42.3995,-90.386,250.5,2017,,37.54,9.6,48.6,58.5,38.7
ILLINOIS,USC00114400,"IUKA 12 SW, IL US",38.49321,-88.97073,179.8,2017,,36.51,,56.2,67.1,45.2
ILLINOIS,US1ILLS0052,"MARSEILLES 5.3 WNW, IL US",41.353498,-88.7841254,173.1,2017,,41.26,,,,
ILLINOIS,US1ILKN0067,"ST. CHARLES 6.0 NW, IL US",41.984009,-88.380313,260,2017,,40.2,,,,
ILLINOIS,US1ILME0009,"ATHENS 1.0 N, IL US",39.975909,-89.725325,184.7,2017,,34.86,,,,
ILLINOIS,USC00114890,"LANSING, IL US",41.5422,-87.5416,189,2017,,41.93,15.4,,,
ILLINOIS,USC00112470,"DUPAGE AIRPORT, IL US",41.9058,-88.2555,231.3,2017,,35.37,,,,
ILLINOIS,USC00116579,"PANA, IL US",39.3687,-89.0867,198.1,2017,,37.17,3.4,55.6,67.1,44.2
ILLINOIS,US1ILLK0009,"LAKE VILLA 1.1 SSW, IL US",42.403054,-88.090498,239.9,2017,,49.31,,,,
ILLINOIS,US1ILCP0089,"CHAMPAIGN 0.3 ESE, IL US",40.1113739,-88.26050568,237.4,2017,,37.94,,,,
ILLINOIS,US1ILLS0045,"STREATOR 1.3 WSW, IL US",41.115699,-88.852872,189.3,2017,,39.69,,,,
ILLINOIS,US1ILCP0095,"URBANA 4.2 ESE, IL US",40.09449768,-88.12818146,209.4,2017,,36.34,10.2,,,
ILLINOIS,US1ILWL0046,"PEOTONE 0.4 ENE, IL US",41.333615,-87.789061,223.1,2017,,46.48,,,,
ILLINOIS,USC00115372,"MARSEILLES LOCK, IL US",41.3286,-88.7533,149.4,2017,,39.59,,50.7,61.5,39.9
ILLINOIS,USC00115493,"MC HENRY WG STRATTON LOCK AND DAM, IL US",42.3091,-88.2533,224.3,2017,,42.44,7.8,49.7,59.9,39.6
ILLINOIS,US1ILWD0005,"MORRISON 3.2 E, IL US",41.816004,-89.904,224,2017,,41.06,,,,
ILLINOIS,US1ILCN0003,"PANA 6.2 NNE, IL US",39.4736,-89.0462,195.1,2017,,38.23,,,,
ILLINOIS,US1ILCN0004,"EDINBURG 3.0 W, IL US",39.650883,-89.445167,173.1,2017,,35.31,,,,
ILLINOIS,US1ILCP0081,"DEWEY 1.6 NNW, IL US",40.340685,-88.289577,221.9,2017,,33.02,9.6,,,
ILLINOIS,US1ILCP0082,"SAVOY 0.9 N, IL US",40.0780699,-88.253663,224.3,2017,,32.53,,,,
ILLINOIS,US1ILWL0051,"PLAINFIELD 2.4 SSE, IL US",41.581908,-88.193674,181.1,2017,,47.21,,,,
ILLINOIS,USC00113061,"FISHER, IL US",40.3175,-88.3504,219.2,2017,,37.55,8.3,,,
ILLINOIS,USC00118870,"VIRGINIA, IL US",39.9495,-90.2084,185.9,2017,,34.12,6.6,,,
ILLINOIS,US1ILKN0033,"NORTH AURORA 1.5 NE, IL US",41.816287,-88.306825,219.2,2017,,47.69,,,,
ILLINOIS,USC00117329,"ROANOKE, IL US",40.7983,-89.1947,219.5,2017,,32.5,16.5,,,
ILLINOIS,US1ILLS0017,"OTTAWA 1.6 N, IL US",41.372759,-88.841506,192,2017,,43.25,,,,
ILLINOIS,US1ILWL0025,"CRETE 2.6 E, IL US",41.446808,-87.565684,212.8,2017,,41.26,,,,
ILLINOIS,USC00116344,"OGDEN, IL US",40.1101,-87.9567,205.7,2017,7.2,36.77,13.7,53.9,63.9,44
ILLINOIS,USC00110803,"BOURBONNAIS 3 NW, IL US",41.1758,-87.9353,198.1,2017,,38.55,,,,
ILLINOIS,US1ILLS0007,"SHERIDAN 3.4 SSE, IL US",41.477476,-88.670723,191.1,2017,,42.69,,,,
ILLINOIS,US1ILIR0016,"CISSNA PARK 0.6 S, IL US",40.557962,-87.891011,201.8,2017,,44.37,,,,
ILLINOIS,USC00116779,"PINCKNEYVILLE 2 N, IL US",38.098,-89.3819,131.1,2017,,41.61,,,,
ILLINOIS,USC00114355,"ILLINOIS CITY DAM 16, IL US",41.4255,-91.0094,167.6,2017,,33.13,8.5,52,62.1,41.8
ILLINOIS,USC00116897,"POLO 5 NW, IL US",42.03442,-89.60733,260.9,2017,,,,,,
ILLINOIS,US1ILLS0001,"OTTAWA 1.3 NW, IL US",41.3633,-88.85664,185,2017,,43.7,,,,
ILLINOIS,US1ILLK0042,"GURNEE 1.6 W, IL US",42.377758,-87.9674,232,2017,,52.82,,,,
ILLINOIS,US1ILUN0005,"JONESBORO 0.3 NNE, IL US",37.4589774,-89.26823035,170.4,2017,,57.45,,,,
ILLINOIS,USC00116661,"PAW PAW 2 S, IL US",41.66533,-88.97797,271,2017,,41.03,,49.1,59.3,38.9
ILLINOIS,USC00116769,"PHILO, IL US",40.0063,-88.1532,219.5,2017,,34.03,12.6,,,
ILLINOIS,USC00113132,"FORRESTON, IL US",42.13219,-89.57411,278.3,2017,,36.41,,,,
ILLINOIS,USC00116526,"OTTAWA 5 SW, IL US",41.3283,-88.9106,160,2017,,35.8,,,,
ILLINOIS,USC00116642,"PATOKA, IL US",38.76535,-89.05622,158.2,2017,,,3.8,,,
ILLINOIS,USC00116765,"PETERSBURG 1 E, IL US",40.01625,-89.8345,182.9,2017,,32.4,,54.5,65.1,44
ILLINOIS,USC00114108,"HILLSBORO, IL US",39.16103,-89.49201,192,2017,,35.85,3.5,57.3,68.1,46.5
ILLINOIS,US1ILWL0092,"NAPERVILLE 4.0 SSW, IL US",41.706241,-88.173396,203,2017,,43.81,,,,
ILLINOIS,USC00115562,"MENDOTA 2 SE, IL US",41.5294,-89.1266,219.5,2017,,43.43,,,,
ILLINOIS,USC00113384,"GENESEO, IL US",41.4511,-90.1487,194.8,2017,,42.14,12.2,52.6,62.5,42.8
ILLINOIS,USC00113262,"FREEPORT WWP, IL US",42.2972,-89.6038,228.6,2017,,40.76,10.4,,59.2,
ILLINOIS,USC00111083,"BUFFALO, IL US",39.8563,-89.4162,182.9,2017,,31.03,8,,,
ILLINOIS,USC00119827,"YORKVILLE 2 SE, IL US",41.6212,-88.4355,221.9,2017,,45.28,,,,
ILLINOIS,US1ILTZ0023,"WASHINGTON 1.7 NE, IL US",40.715672,-89.412308,238.7,2017,,33.19,,,,
ILLINOIS,USC00114012,"HENNEPIN, IL US",41.2541,-89.3379,157,2017,,39.76,15.4,53.2,63.1,43.4
ILLINOIS,US1ILSC0003,"BELLEVILLE 2.2 SE, IL US",38.509621,-89.971091,157.9,2017,,35.91,,,,
ILLINOIS,US1ILTZ0026,"PEKIN 3.6 SSE, IL US",40.52163315,-89.59596252,187.1,2017,,34.68,,,,
ILLINOIS,US1ILPR0008,"PEORIA 3.4 WNW, IL US",40.768333,-89.667222,182.9,2017,,38.33,,,,
ILLINOIS,US1ILLK0022,"LAKE FOREST 2.1 NNE, IL US",42.266,-87.846,217,2017,,54.58,,,,
ILLINOIS,US1ILMP0010,"MOUNT OLIVE 0.4 S, IL US",39.066387,-89.72805,207,2017,,46.63,,,,
ILLINOIS,US1ILSC0009,"BELLEVILLE 4.5 WNW, IL US",38.5524,-90.0805,168.9,2017,,36.84,,,,
ILLINOIS,US1ILWL0063,"NEW LENOX 1.8 SE, IL US",41.49964,-87.96025,213.7,2017,,48.7,,,,
ILLINOIS,US1ILMY0001,"NOKOMIS 4.5 NW, IL US",39.34698,-89.345486,196,2017,,30.37,,,,
ILLINOIS,USC00118740,"CHAMPAIGN 3 S, IL US",40.084,-88.2404,219.8,2017,,34.8,10.9,54.3,64.7,44
ILLINOIS,USC00113290,"FULTON DAM, IL US",41.8978,-90.1545,180.4,2017,,36.03,,51.3,60.4,42.2
ILLINOIS,USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",41.7091,-87.8761,217.9,2017,,45.13,11.1,52.6,63.6,41.7
ILLINOIS,USC00116200,"NORMAL 4 NE, IL US",40.54917,-88.94968,240.8,2017,,32.66,15.4,52.4,63.7,41
ILLINOIS,US1ILIR0002,"ASHKUM 5.6 E, IL US",40.8783798,-87.84622,189,2017,,46.38,,,,
ILLINOIS,US1ILMP0004,"GIRARD 1.2 W, IL US",39.44688,-89.805333,200.9,2017,,39.89,,,,
ILLINOIS,USC00114489,"JERSEYVILLE 2 SW, IL US",39.10246,-90.34315,192,2017,,32.33,3.9,55.3,66.4,44.3
ILLINOIS,USC00117636,"SALEM, IL US",38.64027,-88.94586,167.6,2017,,36.84,1.8,54.9,65.3,44.4
ILLINOIS,USC00119816,"YATES CITY, IL US",40.77793,-90.00727,203.9,2017,,32.74,6.5,,,
ILLINOIS,US1ILSC0011,"CENTREVILLE 1.9 E, IL US",38.5735,-90.066,184.1,2017,,39.91,,,,
ILLINOIS,USC00116663,"PAXTON 2 WSW, IL US",40.45511,-88.14162,231,2017,,41.49,,52.3,63.1,41.4
ILLINOIS,USC00117876,"SHELBYVILLE DAM, IL US",39.4079,-88.7739,198.1,2017,,35.1,4.1,55.9,66.1,45.8
ILLINOIS,US1ILLK0016,"BUFFALO GROVE 1.5 N, IL US",42.188,-87.959,213.1,2017,,49.36,,,,
ILLINOIS,US1ILKN0104,"GENEVA 3.9 WSW, IL US",41.857113,-88.382301,218.8,2017,,34.15,,,,
ILLINOIS,US1ILSC0016,"FAIRVIEW HEIGHTS 2.0 ENE, IL US",38.6049,-89.9685,171,2017,,35.24,,,,
ILLINOIS,USC00115219,"LOVINGTON, IL US",39.71215,-88.6301,207.9,2017,,37.93,5.8,,,
ILLINOIS,USC00112193,"DECATUR WTP, IL US",39.8288,-88.9505,194.8,2017,,36.79,,54.9,63.9,45.8
ILLINOIS,US1ILTZ0001,"MORTON 1.0 S, IL US",40.597427,-89.470595,214.9,2017,,35.02,,,,
ILLINOIS,USC00112931,"FAIRFIELD RADIO WFIW, IL US",38.3805,-88.3263,131.1,2017,,32.7,,59.5,71,48.1
ILLINOIS,USC00113902,"HARVARD, IL US",42.4147,-88.6308,277.4,2017,,43.28,,,,
ILLINOIS,US1ILSG0036,"SPRINGFIELD 3.0 SSE, IL US",39.74129,-89.621109,176.8,2017,,31.78,,,,
ILLINOIS,USC00117391,"ROCK ISLAND LOCK AND DAM 15, IL US",41.518,-90.5647,173.1,2017,,38.46,13.9,52.5,61.8,43.2
ILLINOIS,USC00115097,"LISLE MORTON ARBORETUM, IL US",41.8127,-88.0727,207.3,2017,,42.57,10.2,50.5,61.1,40
ILLINOIS,USW00013802,"BELLEVILLE SIU RESEARCH, IL US",38.51839,-89.84076,137.2,2017,,33.93,,59.9,71.9,47.9
ILLINOIS,USC00117157,"RED BUD 5 SE, IL US",38.1858,-89.92749,139.6,2017,,34.47,4.5,,,
ILLINOIS,USW00093822,"SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US",39.8447,-89.6839,181.1,2017,9.2,31.55,11.7,56.5,67.2,45.8
ILLINOIS,USW00013809,"LAWRENCEVILLE VINCENNES INTERNATIONAL AIRPORT, IL US",38.76417,-87.60556,130.8,2017,8.9,33.99,,57.7,68,47.4
ILLINOIS,US1ILRH0007,"SPARTA 2.4 NW, IL US",38.139833,-89.739255,146,2017,,38.56,,,,
ILLINOIS,USC00115079,"LINCOLN, IL US",40.152,-89.3387,177.7,2017,,33.53,11.9,53.7,64.5,42.9
ILLINOIS,USC00112923,"FAIRBURY WWTP, IL US",40.7511,-88.4983,202.7,2017,,37.11,,,,
ILLINOIS,USC00110500,"BEECHER CITY, IL US",39.18122,-88.78266,185.3,2017,,39.19,,,,
ILLINOIS,USC00111836,"CONGERVILLE 2 NW, IL US",40.6211,-89.2415,195.1,2017,,30.57,12.8,53.7,64.4,43
ILLINOIS,US1ILDG0011,"TUSCOLA 0.6 NNE, IL US",39.806327,-88.276896,198.4,2017,,33.84,,,,
ILLINOIS,USW00093810,"CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US",37.77972,-89.24972,123.7,2017,7.4,39.72,,57.8,68.6,47.1
ILLINOIS,US1ILCK0206,"PARK FOREST 1.0 SW, IL US",41.47233582,-87.70131683,220.7,2017,,43.13,12.6,,,
ILLINOIS,USC00111743,"CLINTON 1 SSW, IL US",40.1375,-88.9675,210.3,2017,,29.72,9.3,,,
ILLINOIS,USC00116080,"NEW BOSTON DAM 17, IL US",41.1924,-91.0579,167,2017,,29.72,,52.7,62.8,42.5
ILLINOIS,US1ILLE0005,"STERLING 4.3 NE, IL US",41.832764,-89.62283,226.2,2017,,39,,,,
ILLINOIS,USC00118389,"SULLIVAN 3 S, IL US",39.5608,-88.609,195.1,2017,,36.02,3.4,,,
ILLINOIS,US1ILCK0211,"OAK LAWN 1.6 WNW, IL US",41.72686005,-87.77773285,188.1,2017,,43.17,,,,
ILLINOIS,USC00119354,"WINDSOR, IL US",39.4459,-88.5962,210.3,2017,,36.09,2.4,54.6,64.8,44.5
ILLINOIS,US1ILLE0008,"ASHTON 0.4 SSW, IL US",41.863272,-89.225736,246.3,2017,,43.52,,,,
ILLINOIS,USC00118248,"STEELEVILLE, IL US",38.00319,-89.65089,131.1,2017,,,1.2,,,
ILLINOIS,US1ILSG0045,"CHATHAM 1.5 E, IL US",39.674158,-89.669264,178.6,2017,,34.26,,,,
ILLINOIS,US1ILCS0003,"ARENZVILLE 5.3 NNE, IL US",39.94836044,-90.32798004,195.4,2017,,33.7,,,,
ILLINOIS,US1ILBN0014,"CAPRON 0.1 N, IL US",42.399979,-88.742418,278,2017,,41.56,10.1,,,
ILLINOIS,USC00118254,"STEWARD 3 S, IL US",41.81094,-89.02375,246.9,2017,,37.58,6.8,,,
ILLINOIS,US1ILCK0107,"EVANSTON 1.4 N, IL US",42.066893,-87.689812,191.1,2017,,48.2,,,,
ILLINOIS,USW00014806,"RANTOUL, IL US",40.3131,-88.1596,230.1,2017,,36.38,12.5,54.9,65.9,43.9
ILLINOIS,US1ILRI0003,"MOLINE 0.9 N, IL US",41.4975,-90.4856,214,2017,,40.5,,,,
ILLINOIS,USC00116024,"NEOGA, IL US",39.3197,-88.4617,195.7,2017,,38.22,,,,
ILLINOIS,USC00117354,"ROCHELLE, IL US",41.9116,-89.0708,236.2,2017,,,,,,
ILLINOIS,USC00118684,"TUSCOLA, IL US",39.79465,-88.29106,198.4,2017,,34.52,8.6,54.4,64.5,44.2
ILLINOIS,USC00117470,"ROSCOE 2 SE, IL US",42.405,-88.9794,263,2017,,40.47,12.7,,,
ILLINOIS,USC00117457,"ROMEOVILLE WEATHER FORECAST OFFICE, IL US",41.60413,-88.08497,201.2,2017,,46.06,12.5,51.9,61.1,42.7
ILLINOIS,US1ILLW0003,"LAWRENCEVILLE 1.4 W, IL US",38.724353,-87.712884,138.1,2017,,37.37,,,,
ILLINOIS,USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",41.78611,-87.75222,186.5,2017,10.3,41.81,,53.7,61.7,45.6
ILLINOIS,USC00116011,"NASHVILLE 1 E, IL US",38.34189,-89.35926,156.4,2017,,41.07,2.2,57,67.6,46.5
ILLINOIS,US1ILMCH049,"CARY 0.3 NE, IL US",42.21215,-88.244425,246.6,2017,,50.91,,,,
